1727,1830,2000
1723,1813,2000
1718,1795,2000
1712,1779,2000
1707,1762,2000
1701,1746,2000
1694,1730,2000
1688,1714,2000
1681,1699,2000
1674,1684,2000
1666,1669,2000
1659,1654,2000
1650,1639,2000
1642,1624,2000
1633,1610,2000
1625,1596,2000
1615,1581,2000
1606,1567,2000
1596,1553,2000
1587,1539,2000
1576,1525,2000
1566,1511,2000
1556,1498,2000
1545,1484,2000
1534,1470,2000
1523,1457,2000
1511,1443,2000
1500,1430,2000
1488,1417,2000
1476,1404,2000
1464,1390,2000
1452,1378,2000
1440,1365,2000
1427,1352,2000
1415,1339,2000
1402,1327,2000
1389,1314,2000
1376,1302,2000
1363,1290,2000
1350,1278,2000
1337,1266,2000
1324,1254,2000
1311,1242,2000
1297,1231,2000
1284,1220,2000
1270,1209,2000
1257,1198,2000
1243,1187,2000
1229,1177,2000
1215,1167,2000
1201,1157,2000
1197,1158,2000
1193,1158,2000
1189,1159,2000
1185,1160,2000
1181,1161,2000
1176,1162,2000
1172,1163,2000
1168,1164,2000
1164,1165,2000
1159,1166,2000
1155,1167,2000
1151,1168,2000
1146,1170,2000
1142,1171,2000
1137,1172,2000
1133,1173,2000
1128,1175,2000
1124,1176,2000
1119,1178,2000
1115,1179,2000
1110,1181,2000
1105,1182,2000
1100,1184,2000
1096,1185,2000
1091,1187,2000
1086,1189,2000
1081,1190,2000
1076,1192,2000
1071,1194,2000
1065,1196,2000
1060,1198,2000
1055,1199,2000
1049,1201,2000
1044,1203,2000
1038,1205,2000
1033,1208,2000
1027,1210,2000
1021,1212,2000
1015,1214,2000
1009,1216,2000
1003,1219,2000
1000,1221,2000
1000,1223,2000
1000,1226,2000
1000,1228,2000
1000,1231,2000
1000,1234,2000
1000,1236,2000
1000,1239,2000
1000,1242,2000
1000,1248,2000
1000,1254,2000
1003,1260,2000
1023,1267,2000
1042,1274,2000
1060,1282,2000
1078,1290,2000
1095,1298,2000
1112,1306,2000
1129,1315,2000
1145,1325,2000
1161,1334,2000
1176,1344,2000
1192,1354,2000
1207,1364,2000
1221,1375,2000
1236,1386,2000
1250,1397,2000
1264,1409,2000
1278,1420,2000
1292,1432,2000
1305,1445,2000
1318,1457,2000
1331,1470,2000
1344,1483,2000
1356,1496,2000
1369,1510,2000
1381,1523,2000
1392,1537,2000
1404,1551,2000
1415,1566,2000
1426,1581,2000
1437,1596,2000
1447,1611,2000
1457,1627,2000
1467,1643,2000
1477,1659,2000
1486,1676,2000
1495,1693,2000
1504,1710,2000
1512,1729,2000
1520,1747,2000
1527,1767,2000
1535,1787,2000
1541,1809,2000
1548,1832,2000
1554,1857,2000
1560,1884,2000
1565,1917,2000
1570,1959,2000
1573,1955,2000
1577,1950,2000
1580,1947,2000
1584,1943,2000
1588,1940,2000
1591,1938,2000
1595,1935,2000
1598,1933,2000
1602,1931,2000
1605,1929,2000
1609,1927,2000
1612,1925,2000
1615,1923,2000
1619,1922,2000
1622,1921,2000
1626,1919,2000
1629,1918,2000
1633,1917,2000
1636,1916,2000
1639,1915,2000
1643,1914,2000
1646,1913,2000
1650,1913,2000
1653,1912,2000
1656,1911,2000
1660,1911,2000
1663,1910,2000
1666,1910,2000
1670,1909,2000
1673,1909,2000
1676,1909,2000
1680,1908,2000
1683,1908,2000
1686,1908,2000
1690,1908,2000
1693,1907,2000
1696,1907,2000
1699,1907,2000
1703,1907,2000
1706,1907,2000
1709,1907,2000
1713,1907,2000
1716,1908,2000
1719,1908,2000
1722,1908,2000
1726,1908,2000
1729,1908,2000
1732,1909,2000
1735,1909,2000
1738,1909,2000
1731,1899,2000
1723,1890,2000
1716,1881,2000
1708,1871,2000
1700,1862,2000
1692,1854,2000
1684,1845,2000
1676,1837,2000
1667,1828,2000
1659,1820,2000
1651,1812,2000
1642,1804,2000
1633,1797,2000
1625,1789,2000
1616,1782,2000
1607,1775,2000
1598,1768,2000
1589,1761,2000
1580,1754,2000
1571,1747,2000
1562,1741,2000
1552,1734,2000
1543,1728,2000
1533,1722,2000
1524,1716,2000
1514,1711,2000
1504,1705,2000
1495,1700,2000
1485,1694,2000
1475,1689,2000
1465,1684,2000
1455,1679,2000
1444,1675,2000
1434,1670,2000
1424,1666,2000
1413,1662,2000
1402,1658,2000
1392,1655,2000
1381,1651,2000
1370,1648,2000
1359,1645,2000
1347,1642,2000
1336,1639,2000
1324,1637,2000
1313,1635,2000
1301,1633,2000
1288,1631,2000
1276,1630,2000
1263,1629,2000
